ts_utc,dex,pool,program_id,tick_spacing,fee_ppm,fee_bps,protocol_fee_ppm,liquidity_u128,sqrt_price_x64,tick_current,mintA,decA,symbolA,mintB,decB,symbolB,base_mint,base_decimals,base_symbol,quote_mint,quote_decimals,quote_symbol,usd_per_quote,mid_usd_per_base,usd_notional,buy_px_usd_per_base,sell_px_usd_per_base,roundtrip_bps,fee_bps_total,impact_bps_total,buy_out_base,sell_in_base,buy_fee_quote,sell_fee_base
2025-10-20T14:39:49.502Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,500,5.483705306773555,5.46179235925835,120.04019185580445,80,40.04019185580445,91.179225,91.54504,,
2025-10-20T14:39:49.627Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,1000,5.488097929092589,5.461792389089526,128.06650807073638,80,48.06650807073637,182.212492,183.090079,,
2025-10-20T14:39:49.753Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,2500,5.4920673183780755,5.4617924069882315,135.31949819282545,80,55.319498192825435,455.201995,457.725196,,
2025-10-20T14:39:49.878Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,5000,5.493391718389632,5.461792412954467,137.73948261667115,80,57.739482616671154,910.184501,915.450391,,
2025-10-20T14:39:50.004Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,10000,5.494054157956418,5.461792412954467,138.94991801467387,80,58.94991801467388,1820.149513,1830.900782,,
2025-10-20T14:39:50.126Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,25000,5.497883852299947,5.457300109925349,154.15619600137967,80,74.15619600137967,4547.204101,4581.019826,,
2025-10-20T14:39:50.252Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,50000,5.505165309434222,5.447298438230569,185.73660268577396,80,105.73660268577397,9082.3794,9178.861883,,
2025-10-20T14:39:50.378Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,100000,5.519408108914006,5.423005384199876,256.1508163289209,80,176.1508163289209,18117.884749,18439.959564,,
2025-10-20T14:39:50.507Z,meteora,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,20,400000,80,0,,,1678,,,,,,,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,JLP,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,5.472737891496348,500000,5.756000184058697,5.150961463594424,1185.5503341469998,80,1105.5503341469998,86865.876305,97069.256591,,
2025-10-20T14:40:06.693Z,meteora,4kdxjt8pKEW4qV4ji4HANixwswDJw3Egn8L4x2BEWQqT,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,5,60126,12.02528,0,,,17336,,,,,,,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,8,WBTC,So11111111111111111111111111111111111111112,9,SOL,191.49962125497072,111094.27675078489,10,111135.80795732385,110987.79134295229,25.348793928949153,12.02528,13.323513928949152,0.00008998,0.0000901,,
